trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.75, 'e': 0.9920655207435474}",30,0,-70.89803360199328,"{0: 21, 1: 5, 2: 1, 3: 3, 4: 0}",0
182,False,"{'a': 0.75, 'e': 0.9918374288468401}",20,0,-80.94164795024682,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
183,False,"{'a': 0.75, 'e': 0.9916028355090849}",20,0,-38.33033416258963,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
184,False,"{'a': 0.75, 'e': 0.9913615586506194}",30,0,-172.20089899113898,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
185,False,"{'a': 0.75, 'e': 0.9911134112809121}",20,0,-145.92699675610294,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
186,False,"{'a': 0.75, 'e': 0.9908582013771379}",20,9,-26.826272753957458,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 0.9905957317604055}",25,0,-153.8610226412918,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
188,False,"{'a': 0.75, 'e': 0.990325799969637}",20,0,-154.5795685258532,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
189,False,"{'a': 0.75, 'e': 0.9900481981330957}",30,0,-132.8218228787041,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
190,False,"{'a': 0.75, 'e': 0.9897627128375664}",30,8,-115.16349243459403,"{0: 12, 1: 3, 2: 4, 3: 2, 4: 1}",1
191,False,"{'a': 0.75, 'e': 0.989469124995196}",20,0,-136.1624959897372,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
192,False,"{'a': 0.75, 'e': 0.9891672097080034}",25,0,-93.43709644964156,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
193,False,"{'a': 0.75, 'e': 0.9888567361300736}",20,0,-47.88822464181641,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.75, 'e': 0.9885374673274573}",30,0,-193.86137112714505,"{0: 18, 1: 1, 2: 5, 3: 4, 4: 2}",0
195,False,"{'a': 0.75, 'e': 0.9882091601357991}",25,0,-95.99700994885175,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
196,False,"{'a': 0.75, 'e': 0.9878715650157257}",20,0,-53.992220587542924,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
197,False,"{'a': 0.75, 'e': 0.9875244259060291}",30,0,-216.7714343016188,"{0: 16, 1: 2, 2: 7, 3: 2, 4: 3}",0
198,False,"{'a': 0.75, 'e': 0.9871674800746851}",20,0,-156.39602566027253,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
199,False,"{'a': 0.75, 'e': 0.9868004579677602}",20,0,-110.1045956966324,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
200,False,"{'a': 0.75, 'e': 0.9864230830562556}",30,0,-154.17838549381372,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
201,False,"{'a': 0.75, 'e': 0.9860350716809573}",25,0,-121.93553624075636,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
202,False,"{'a': 0.75, 'e': 0.985636132895357}",20,0,-89.47348505842108,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
203,False,"{'a': 0.75, 'e': 0.9852259683067269}",30,0,-76.36330395203527,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
204,False,"{'a': 0.75, 'e': 0.9848042719154347}",25,0,-85.75122182408009,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
205,False,"{'a': 0.75, 'e': 0.9843707299525929}",20,0,-137.43757897366265,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
206,False,"{'a': 0.75, 'e': 0.983925020716154}",30,0,-53.48483171881621,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",1
207,False,"{'a': 0.75, 'e': 0.983466814405564}",20,0,-117.48728082569386,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
208,False,"{'a': 0.75, 'e': 0.9829957729551058}",25,0,-282.27782334680353,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 5}",0
209,False,"{'a': 0.75, 'e': 0.9825115498660704}",20,0,-77.2904878908711,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.75, 'e': 0.9820137900379085}",30,0,-126.33853855256919,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
211,False,"{'a': 0.75, 'e': 0.9815021295985277}",20,0,-71.7961059591912,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
212,False,"{'a': 0.75, 'e': 0.9809761957339144}",25,0,-99.94185263400774,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
213,False,"{'a': 0.75, 'e': 0.9804356065172704}",25,0,-31.82414396964937,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.75, 'e': 0.9798799707378784}",25,0,-236.3563611550256,"{0: 10, 1: 4, 2: 5, 3: 3, 4: 3}",0
215,False,"{'a': 0.75, 'e': 0.979308887729912}",25,0,-147.85522919809935,"{0: 11, 1: 3, 2: 10, 3: 0, 4: 1}",0
216,False,"{'a': 0.75, 'e': 0.9787219472014395}",30,0,-118.6437041940597,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
217,False,"{'a': 0.75, 'e': 0.9781187290638694}",25,0,-177.982927271491,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
218,False,"{'a': 0.75, 'e': 0.9774988032621249}",20,0,-106.3336008275437,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
219,False,"{'a': 0.75, 'e': 0.9768617296058304}",30,0,-282.69524973005383,"{0: 13, 1: 5, 2: 5, 3: 3, 4: 4}",0
220,False,"{'a': 0.75, 'e': 0.9762070576018355}",35,0,-300.40369646975086,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 6}",0
221,False,"{'a': 0.75, 'e': 0.975534326288404}",25,11,-32.50385513638322,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.9748430640714315}",35,0,-120.30064307794387,"{0: 22, 1: 3, 2: 9, 3: 0, 4: 1}",0
223,False,"{'a': 0.75, 'e': 0.974132788563065}",20,0,-43.21915728916397,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
224,False,"{'a': 0.75, 'e': 0.973403006423134}",25,0,-108.22991608948789,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
225,False,"{'a': 0.75, 'e': 0.9726532132038171}",20,0,-107.58449524336815,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
226,False,"{'a': 0.75, 'e': 0.9718828931979955}",30,12,-97.33644807038272,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
227,False,"{'a': 0.75, 'e': 0.9710915192917783}",25,0,-177.39763363347942,"{0: 13, 1: 4, 2: 3, 3: 3, 4: 2}",0
228,False,"{'a': 0.75, 'e': 0.9702785528216991}",25,0,-65.13300713632988,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
229,False,"{'a': 0.75, 'e': 0.9694434434371241}",30,0,-252.3021495009264,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 5}",0
230,False,"{'a': 0.75, 'e': 0.9685856289684298}",25,0,-121.30040160580342,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
231,False,"{'a': 0.75, 'e': 0.9677045353015497}",35,0,-52.9436943056331,"{0: 27, 1: 5, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.75, 'e': 0.9667995762595061}",30,0,-228.59932259806507,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
233,False,"{'a': 0.75, 'e': 0.965870153491594}",20,0,-123.67441033429175,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
234,False,"{'a': 0.75, 'e': 0.9649156563708918}",20,0,-55.40924048498331,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
235,False,"{'a': 0.75, 'e': 0.9639354619008337}",30,0,-167.67225159709199,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
236,False,"{'a': 0.75, 'e': 0.9629289346315897}",25,0,-42.50255363815834,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
237,False,"{'a': 0.75, 'e': 0.96189542658705}",25,0,-224.89497088899637,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 4}",0
238,False,"{'a': 0.75, 'e': 0.9608342772032357}",25,0,-222.96962355045176,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
239,False,"{'a': 0.75, 'e': 0.9597448132790013}",20,0,-113.15172747233544,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
240,False,"{'a': 0.75, 'e': 0.9586263489399246}",20,0,-69.28598130583566,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.75, 'e': 0.9574781856163211}",20,0,-112.58337071017789,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
242,False,"{'a': 0.75, 'e': 0.9562996120363559}",25,0,-95.50235468749634,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
243,False,"{'a': 0.75, 'e': 0.9550899042352615}",20,0,-44.80372597517351,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
244,False,"{'a': 0.75, 'e': 0.9538483255817115}",20,0,-40.71921750841033,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
245,False,"{'a': 0.75, 'e': 0.9525741268224333}",20,0,-62.86116539163036,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
246,False,"{'a': 0.75, 'e': 0.9512665461461832}",20,0,-200.10720190366908,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
247,False,"{'a': 0.75, 'e': 0.9499248092682436}",20,9,-34.152257581010105,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
248,False,"{'a': 0.75, 'e': 0.9485481295366347}",20,0,-79.76751486441867,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
249,False,"{'a': 0.75, 'e': 0.9471357080612761}",20,0,-68.74506634711318,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
250,False,"{'a': 0.75, 'e': 0.9456867338673594}",25,0,-192.636730617225,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
251,False,"{'a': 0.75, 'e': 0.9442003840742337}",30,7,-0.9578086369186942,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.75, 'e': 0.9426758241011313}",20,0,-54.775659369270976,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
253,False,"{'a': 0.75, 'e': 0.9411122079010955}",30,0,-120.83138688394546,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
254,False,"{'a': 0.75, 'e': 0.9395086782245001}",20,0,-110.02220090626952,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
255,False,"{'a': 0.75, 'e': 0.9378643669135703}",25,0,-113.57158430004603,"{0: 15, 1: 5, 2: 1, 3: 3, 4: 1}",0
256,False,"{'a': 0.75, 'e': 0.9361783952293462}",20,3,-78.0070170728325,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
257,False,"{'a': 0.75, 'e': 0.9344498742125422}",25,0,-66.80087274593072,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
258,False,"{'a': 0.75, 'e': 0.9326779050797759}",20,0,-67.54766126245651,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
259,False,"{'a': 0.75, 'e': 0.9308615796566531}",20,0,-82.95632076836463,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
260,False,"{'a': 0.75, 'e': 0.9289999808492009}",20,0,-18.79869740164044,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.75, 'e': 0.9270921831551455}",20,0,-70.3938840795673,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
262,False,"{'a': 0.75, 'e': 0.925137253216534}",25,0,-77.1339725780438,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
263,False,"{'a': 0.75, 'e': 0.9231342504151843}",30,0,-128.16329571533433,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
264,False,"{'a': 0.75, 'e': 0.9210822275124407}",25,0,-91.33858891075175,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
265,False,"{'a': 0.75, 'e': 0.9189802313346921}",35,0,-137.5481197015345,"{0: 22, 1: 7, 2: 3, 3: 1, 4: 2}",0
266,False,"{'a': 0.75, 'e': 0.9168273035060777}",25,0,-118.95867630561855,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
267,False,"{'a': 0.75, 'e': 0.9146224812297756}",20,0,-218.85271772479143,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
268,False,"{'a': 0.75, 'e': 0.9123647981192285}",20,14,-54.87886839331896,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
269,False,"{'a': 0.75, 'e': 0.9100532850805997}",25,0,-42.40354767321951,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.75, 'e': 0.9076869712477019}",20,0,-59.07279997864821,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
271,False,"{'a': 0.75, 'e': 0.9052648849705685}",20,0,-54.879173733418654,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.75, 'e': 0.9027860548587467}",20,0,-22.784745644924627,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
273,False,"{'a': 0.75, 'e': 0.9002495108803148}",25,0,-136.52863108055269,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
274,False,"{'a': 0.75, 'e': 0.8976542855175087}",30,3,-56.92363564766843,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 0}",1
275,False,"{'a': 0.75, 'e': 0.8949994149797352}",30,0,-71.69961492728496,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
276,False,"{'a': 0.75, 'e': 0.8922839404746193}",25,0,-99.22166961274307,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
277,False,"{'a': 0.75, 'e': 0.8895069095375896}",25,8,-122.05311588204503,"{0: 8, 1: 1, 2: 5, 3: 2, 4: 1}",1
278,False,"{'a': 0.75, 'e': 0.8866673774203547}",20,0,-133.71861485029444,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
279,False,"{'a': 0.75, 'e': 0.883764408538454}",20,0,-48.51644487290929,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
280,False,"{'a': 0.75, 'e': 0.8807970779778823}",35,0,-148.0526286664335,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
281,False,"{'a': 0.75, 'e': 0.8777644730605966}",30,11,-66.39532856442779,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
282,False,"{'a': 0.75, 'e': 0.8746656949684922}",25,11,-101.47369382448382,"{0: 5, 1: 2, 2: 6, 3: 0, 4: 1}",1
283,False,"{'a': 0.75, 'e': 0.8714998604252254}",20,0,-63.95127017488986,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
284,False,"{'a': 0.75, 'e': 0.8682661034349995}",25,6,-82.81738924871092,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
285,False,"{'a': 0.75, 'e': 0.8649635770771977}",20,0,-124.34821750123355,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
286,False,"{'a': 0.75, 'e': 0.8615914553554573}",20,0,-120.80774889606744,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
287,False,"{'a': 0.75, 'e': 0.8581489350995123}",20,0,-199.25535892307673,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
288,False,"{'a': 0.75, 'e': 0.8546352379178233}",25,0,-39.72002087517304,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
289,False,"{'a': 0.75, 'e': 0.8510496121987084}",20,0,-39.689161887075926,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
290,False,"{'a': 0.75, 'e': 0.8473913351573689}",20,0,-68.33018325761218,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
291,False,"{'a': 0.75, 'e': 0.8436597149258571}",20,5,-18.67173598379916,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 0.8398540926827084}",25,7,-54.844898016402325,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.75, 'e': 0.8359738448185836}",25,0,-58.31080524705073,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
294,False,"{'a': 0.75, 'e': 0.8320183851339245}",20,0,-96.63798667231214,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
295,False,"{'a': 0.75, 'e': 0.8279871670642386}",30,19,-6.93591376899284,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.8238796859282731}",30,0,-173.6340955396424,"{0: 15, 1: 6, 2: 6, 3: 1, 4: 2}",0
297,False,"{'a': 0.75, 'e': 0.8196954811939435}",25,0,-168.99095807817116,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
298,False,"{'a': 0.75, 'e': 0.8154341387565192}",25,0,-84.5974333299174,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
299,False,"{'a': 0.75, 'e': 0.8110952932231796}",25,0,-67.01655898332024,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
300,False,"{'a': 0.75, 'e': 0.8066786301976914}",20,0,-91.67838392063985,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
301,False,"{'a': 0.75, 'e': 0.8021838885585818}",25,0,-195.19341142396735,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
302,False,"{'a': 0.75, 'e': 0.7976108627238325}",20,0,-237.51666150604237,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 5}",0
303,False,"{'a': 0.75, 'e': 0.7929594048947671}",20,0,-102.83967782895527,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
304,False,"{'a': 0.75, 'e': 0.788229427271478}",20,0,-47.688862678577046,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
305,False,"{'a': 0.75, 'e': 0.7834209042318241}",20,0,-77.29951800325321,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
306,False,"{'a': 0.75, 'e': 0.7785338744657421}",20,0,-91.75311940852596,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
307,False,"{'a': 0.75, 'e': 0.7735684430563399}",20,0,-13.692520249204147,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.75, 'e': 0.7685247834990175}",20,0,-117.19439136506672,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
309,False,"{'a': 0.75, 'e': 0.7634031396496344}",30,0,-121.27638087537686,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
310,False,"{'a': 0.75, 'e': 0.7582038275925898}",20,16,5.956530014053138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.7529272374195372}",25,0,-101.34621381506832,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
312,False,"{'a': 0.75, 'e': 0.7475738349093665}",20,12,-25.461399917371097,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
313,False,"{'a': 0.75, 'e': 0.7421441631000446}",25,0,-149.16794317064185,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
314,False,"{'a': 0.75, 'e': 0.7366388437429012}",25,0,-109.89545103566424,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
315,False,"{'a': 0.75, 'e': 0.7310585786300049}",20,0,-26.071684869727154,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
316,False,"{'a': 0.75, 'e': 0.7254041507853777}",35,4,-193.02407172169714,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 2}",1
317,False,"{'a': 0.75, 'e': 0.7196764255109621}",25,0,-147.77442102737177,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
318,False,"{'a': 0.75, 'e': 0.7138763512784722}",25,6,-2.235804536954482,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.7080049604585423}",35,20,-19.131120618647905,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.7020633698789297}",25,0,-96.90969375731227,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
321,False,"{'a': 0.75, 'e': 0.6960527812039272}",25,0,-51.45418758838754,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.75, 'e': 0.6899744811276125}",25,9,-75.29668596744328,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
323,False,"{'a': 0.75, 'e': 0.6838298413740818}",20,0,-100.3095830756859,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
324,False,"{'a': 0.75, 'e': 0.6776203184984101}",30,0,-161.92790052897487,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
325,False,"{'a': 0.75, 'e': 0.6713474534827298}",20,9,-22.75546590615744,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 0.6650128711225147}",20,0,-146.7263361034853,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
327,False,"{'a': 0.75, 'e': 0.6586182791989391}",20,4,-10.566643640719324,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.6521654674339789}",20,0,-38.15168820935775,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.75, 'e': 0.6456563062257954}",20,0,-44.691244604993514,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
330,False,"{'a': 0.75, 'e': 0.6390927451628511}",25,10,-17.047559299571684,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
331,False,"{'a': 0.75, 'e': 0.6324768113161516}",20,0,-119.77837401271243,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
332,False,"{'a': 0.75, 'e': 0.6258106073099956}",20,0,-58.403246701097466,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
333,False,"{'a': 0.75, 'e': 0.6190963091726249}",20,6,-31.608579751445884,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.75, 'e': 0.6123361639692014}",25,14,-54.1120461391466,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
335,False,"{'a': 0.75, 'e': 0.6055324872205857}",25,0,34.6712499895952,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.75, 'e': 0.5986876601124521}",20,0,-92.90031659246556,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
337,False,"{'a': 0.75, 'e': 0.5918041265003307}",20,10,-65.19771517237548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
338,False,"{'a': 0.75, 'e': 0.5848843897172198}",35,8,-191.07074917075056,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 4}",1
339,False,"{'a': 0.75, 'e': 0.5779310091914466}",25,12,-72.83786367154508,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
340,False,"{'a': 0.75, 'e': 0.5709465968834665}",20,3,-88.04758987479946,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
341,False,"{'a': 0.75, 'e': 0.5639338135512736}",25,0,-39.52795624703956,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
342,False,"{'a': 0.75, 'e': 0.5568953648550377}",25,18,9.776426456965783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.5498339973124777}",20,0,-81.7314793659018,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
344,False,"{'a': 0.75, 'e': 0.542752494117319}",20,2,-24.7898930892783,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.5356536708339714}",25,8,-9.739836871438348,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.5285403709822651}",20,13,10.1588491119033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.75, 'e': 0.521415461526724}",25,17,4.3123389555650675,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.75, 'e': 0.514281828285414}",25,0,-31.829895681463615,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
349,False,"{'a': 0.75, 'e': 0.5071423712738706}",25,17,-11.72706566271308,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.75, 'e': 0.5}",25,0,-0.3413313699375109,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.75, 'e': 0.4928576287261293}",25,0,-49.13280072611826,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
352,False,"{'a': 0.75, 'e': 0.4857181717145861}",25,7,-24.222766855396515,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.75, 'e': 0.47858453847327603}",20,15,5.811912439794251,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.4714596290177349}",30,6,-23.611373983666383,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
355,False,"{'a': 0.75, 'e': 0.4643463291660286}",25,1,-46.11654560256176,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
356,False,"{'a': 0.75, 'e': 0.457247505882681}",25,0,-15.985426869071688,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
357,False,"{'a': 0.75, 'e': 0.4501660026875223}",30,19,7.8766822228710875,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.4431046351449623}",20,0,-61.73929786354889,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
359,False,"{'a': 0.75, 'e': 0.4360661864487264}",25,0,-52.08169721670123,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
360,False,"{'a': 0.75, 'e': 0.4290534031165335}",25,0,-33.24172773228343,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
361,False,"{'a': 0.75, 'e': 0.42206899080855337}",25,2,-15.24940068392575,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
362,False,"{'a': 0.75, 'e': 0.4151156102827802}",20,1,-33.14355158648573,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
363,False,"{'a': 0.75, 'e': 0.4081958734996694}",20,8,-64.52255776485345,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
364,False,"{'a': 0.75, 'e': 0.40131233988754794}",30,18,0.9706990247975469,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
