trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
365,False,"{'a': 0.75, 'e': 0.3944675127794143}",25,6,-23.054505254096224,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
366,False,"{'a': 0.75, 'e': 0.38766383603079857}",25,7,7.922637275145416,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.75, 'e': 0.3809036908273751}",30,16,15.232952913206457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.75, 'e': 0.3741893926900044}",20,9,-38.3647960049435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
369,False,"{'a': 0.75, 'e': 0.36752318868384837}",20,0,-25.52092154917352,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
370,False,"{'a': 0.75, 'e': 0.36090725483714886}",25,5,-45.64006642599473,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
371,False,"{'a': 0.75, 'e': 0.35434369377420466}",20,16,9.27070783958122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.75, 'e': 0.34783453256602115}",20,0,-61.966174284932734,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
373,False,"{'a': 0.75, 'e': 0.3413817208010609}",30,4,23.7248311778446,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.3349871288774853}",30,4,29.36536430650721,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.75, 'e': 0.32865254651727016}",25,10,-35.05873919395269,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
376,False,"{'a': 0.75, 'e': 0.32237968150158997}",20,12,3.9208219856585527,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.3161701586259183}",20,16,7.61148695570194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.75, 'e': 0.3100255188723874}",20,5,-42.294618482414286,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
379,False,"{'a': 0.75, 'e': 0.30394721879607267}",20,5,7.665782339397719,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.2979366301210703}",25,5,35.17544876632163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.75, 'e': 0.29199503954145767}",20,0,-1.4582209445890628,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
382,False,"{'a': 0.75, 'e': 0.2861236487215278}",20,2,33.62474978013946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.75, 'e': 0.2803235744890379}",20,0,-11.825367954721477,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
384,False,"{'a': 0.75, 'e': 0.2745958492146223}",25,17,15.302832439764641,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.75, 'e': 0.2689414213699951}",25,4,12.146262605264068,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.75, 'e': 0.26336115625709877}",30,14,17.10022052057435,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.75, 'e': 0.25785583689995545}",20,6,-39.13794035018364,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
388,False,"{'a': 0.75, 'e': 0.2524261650906336}",20,11,17.247345794013135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.75, 'e': 0.2470727625804629}",30,1,26.543104778749072,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.75, 'e': 0.24179617240741016}",30,19,19.608971185789034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.75, 'e': 0.23659686035036562}",25,1,-0.007070776120357003,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
392,False,"{'a': 0.75, 'e': 0.23147521650098246}",20,13,-11.052227252212157,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.75, 'e': 0.22643155694366016}",30,18,12.192091423690329,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.75, 'e': 0.22146612553425798}",25,6,-67.54714355991723,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 1}",1
395,False,"{'a': 0.75, 'e': 0.21657909576817583}",25,16,3.844089264678505,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.75, 'e': 0.2117705727285221}",30,16,25.248153870640706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.75, 'e': 0.20704059510523287}",25,7,-63.457525200521374,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
398,False,"{'a': 0.75, 'e': 0.20238913727616745}",25,17,2.281037982119787,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.75, 'e': 0.1978161114414182}",20,0,27.889118470275704,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.75, 'e': 0.19332136980230868}",30,13,-64.69270983131491,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
401,False,"{'a': 0.75, 'e': 0.1889047067768204}",30,3,23.068984826356445,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.75, 'e': 0.1845658612434808}",25,2,-16.165771474619863,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.18030451880605644}",25,9,19.63265144902111,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.17612031407172696}",20,5,5.836089141016207,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.75, 'e': 0.17201283293576136}",25,16,4.374757211362219,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.75, 'e': 0.16798161486607557}",30,12,32.030574725257146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.75, 'e': 0.1640261551814163}",35,21,25.830000827527964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.75, 'e': 0.1601459073172917}",25,13,20.32189649076048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.75, 'e': 0.15634028507414283}",25,11,20.63759204358703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.15260866484263114}",20,8,-3.657189785795784,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.75, 'e': 0.14895038780129155}",25,6,21.888980626990836,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.75, 'e': 0.1453647620821768}",20,0,-26.348060697779967,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
413,False,"{'a': 0.75, 'e': 0.1418510649004877}",25,18,14.331502236306745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.75, 'e': 0.13840854464454272}",25,14,20.25318221378104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.75, 'e': 0.13503642292280232}",20,12,7.571642688599546,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.75, 'e': 0.13173389656500045}",25,13,20.3805622312469,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.75, 'e': 0.12850013957477466}",25,1,16.069920979307724,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.75, 'e': 0.12533430503150772}",30,19,6.868883512151801,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.75, 'e': 0.12223552693940348}",30,16,-19.4767619107348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.75, 'e': 0.11920292202211756}",25,10,-16.659722451070262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.75, 'e': 0.11623559146154601}",25,15,23.978522613545767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.75, 'e': 0.11333262257964523}",20,3,16.46321658874192,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.75, 'e': 0.11049309046241039}",20,16,4.875222663844348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.75, 'e': 0.10771605952538073}",30,22,19.126356468197425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.10500058502026487}",20,13,12.542997657836608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.75, 'e': 0.1023457144824914}",20,6,23.713541533135537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.75, 'e': 0.0997504891196852}",25,16,17.094994021063464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.75, 'e': 0.09721394514125331}",30,11,20.276915266279296,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.75, 'e': 0.09473511502943141}",20,16,8.023572391588942,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.09231302875229794}",20,0,13.826971332350265,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.75, 'e': 0.08994671491940029}",20,12,13.801129807053162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.75, 'e': 0.08763520188077126}",30,14,19.486543820031095,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.75, 'e': 0.08537751877022423}",20,16,6.0794024884398965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.75, 'e': 0.08317269649392235}",20,9,22.16286188127486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.75, 'e': 0.08101976866530781}",20,5,24.01621207172017,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.75, 'e': 0.07891777248755937}",20,12,4.027530570536782,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.75, 'e': 0.07686574958481585}",25,12,21.298178708262224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.75, 'e': 0.07486274678346595}",20,5,15.702993514322337,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.75, 'e': 0.07290781684485445}",20,6,12.469926498650384,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.0710000191507991}",35,20,12.339469162908987,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.75, 'e': 0.06913842034334684}",20,8,22.21613492241919,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.75, 'e': 0.06732209492022422}",20,11,19.022831616005444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.06555012578745795}",25,3,-4.4310989879623115,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.75, 'e': 0.06382160477065384}",30,0,-11.027129180548545,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
445,False,"{'a': 0.75, 'e': 0.06213563308642973}",25,2,28.7729700499457,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.06049132177549993}",20,12,6.774358402290164,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.05888779209890441}",20,14,11.258354286377704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 0.05732417589886871}",20,0,31.9000789490849,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.75, 'e': 0.055799615925766224}",20,13,16.624324816846183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.75, 'e': 0.0543132661326406}",20,10,19.583795627643333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.75, 'e': 0.052864291938724}",20,10,7.597068867054193,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.75, 'e': 0.05145187046336533}",25,0,22.27844502358664,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
453,False,"{'a': 0.75, 'e': 0.0500751907317564}",30,3,41.232312025391046,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.04873345385381672}",30,4,42.599497029603384,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.04742587317756678}",25,0,18.653310157670372,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
456,False,"{'a': 0.75, 'e': 0.04615167441828852}",20,5,28.9989436315103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.75, 'e': 0.04491009576473845}",20,0,27.8954028039212,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.75, 'e': 0.04370038796364403}",20,10,7.357680112024531,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.75, 'e': 0.0425218143836788}",20,3,4.3700523689187545,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
460,False,"{'a': 0.75, 'e': 0.0413736510600754}",30,8,32.3708853592123,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.75, 'e': 0.04025518672099872}",25,8,17.64363617919793,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.75, 'e': 0.039165722796764384}",25,13,20.25764760645377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.75, 'e': 0.038104573412950135}",20,12,14.295667911603934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.75, 'e': 0.03707106536841028}",30,24,11.271930559107993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.75, 'e': 0.036064538099166314}",30,18,21.286172926689975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.75, 'e': 0.03508434362910816}",25,17,9.932007265424284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.75, 'e': 0.03412984650840603}",20,14,10.408832240175688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.75, 'e': 0.03320042374049382}",20,13,13.107867888500953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.032295464698450495}",25,17,15.053117320987216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.75, 'e': 0.03141437103157011}",20,10,-2.9988957087601644,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
471,False,"{'a': 0.75, 'e': 0.03055655656287596}",20,10,15.721181305191715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.75, 'e': 0.029721447178300858}",30,21,16.635276716282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.75, 'e': 0.028908480708221745}",20,6,26.182971150943903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.75, 'e': 0.02811710680200446}",30,12,31.228866498831756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.75, 'e': 0.02734678679618289}",20,14,12.223368059124375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.75, 'e': 0.026596993576865863}",20,13,11.401139979434635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.75, 'e': 0.02586721143693509}",20,15,8.49796147360469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.75, 'e': 0.02515693592856859}",30,19,22.09964772555321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.75, 'e': 0.024465673711595984}",30,10,36.150987983137156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.75, 'e': 0.023792942398164627}",25,11,26.32442585334239,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.75, 'e': 0.02313827039416961}",20,4,-10.565685405325928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.75, 'e': 0.022501196737875085}",20,8,9.524060053659365,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.75, 'e': 0.02188127093613046}",25,8,32.091221452459564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.75, 'e': 0.021278052798560567}",25,15,21.953663992684845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.75, 'e': 0.02069111227008787}",25,15,16.714097812090042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.75, 'e': 0.020120029262121687}",20,8,22.242880241059957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.75, 'e': 0.01956439348272956}",25,0,44.06568651566778,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.75, 'e': 0.019023804266085666}",25,12,27.735729404842054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.75, 'e': 0.018497870401472195}",25,17,3.693273220680142,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.75, 'e': 0.01798620996209156}",25,13,24.08306107009887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.75, 'e': 0.01748845013392967}",20,7,18.087843974294724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.75, 'e': 0.017004227044894238}",25,3,33.97321640696942,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.75, 'e': 0.016533185594436024}",20,13,12.921547305534151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.75, 'e': 0.01607497928384599}",20,6,24.32186677115645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.75, 'e': 0.015629270047407048}",30,23,13.897241556732105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.75, 'e': 0.015195728084565317}",25,11,25.28265398471826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.75, 'e': 0.014774031693273067}",25,13,-2.265240128053664,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
498,False,"{'a': 0.75, 'e': 0.014363867104643104}",25,6,31.987828887459663,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.75, 'e': 0.013964928319042686}",20,6,24.235936500609156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.75, 'e': 0.013576916943744353}",30,13,30.607781266518533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.75, 'e': 0.013199542032239919}",30,15,32.80106494473265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.75, 'e': 0.012832519925314966}",25,13,20.71628685230651,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.75, 'e': 0.012475574093971023}",25,17,14.070844942259857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.75, 'e': 0.012128434984274237}",20,13,14.346168268968231,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.75, 'e': 0.011790839864200936}",25,12,24.537898604158585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.75, 'e': 0.011462532672542738}",20,2,31.67018679668646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.75, 'e': 0.011143263869926362}",30,13,30.208293714809614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.75, 'e': 0.01083279029199657}",25,8,32.05839630909219,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.75, 'e': 0.010530875004803994}",25,4,37.84692880321028,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.75, 'e': 0.010237287162433682}",25,12,26.770141115406688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.75, 'e': 0.009951801866904324}",20,12,13.514311861219037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,20,16.528935715201868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,7,24.092478764269693,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,23.156296571236243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,24.68975547565588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,0,37.807108303085904,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,11,23.93637830833258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,26,18.592145551452127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,10,29.81159288533192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,13.283472774550164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,4,23.61498862941012,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,12,17.920679305304773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,20,19.66258984603089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,14,32.06194380728733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,12,26.17022786924008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",35,23,20.84111001293438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,3,25.624086816088557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,12,21.049261528256828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,22.753520164344007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,3,35.24104610926891,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,19,16.781507295165753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
