trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
51,False,"{'a': 0.75, 'e': 0.9950041652780258}",25,0,-154.57510506952212,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
52,False,"{'a': 0.75, 'e': 0.994802508570176}",25,0,-67.01321177864303,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
53,False,"{'a': 0.75, 'e': 0.9945968726536185}",30,0,-141.29595651811272,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
54,False,"{'a': 0.75, 'e': 0.9943872583508965}",20,0,-177.75650419975182,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
55,False,"{'a': 0.75, 'e': 0.9941736665004669}",20,0,-131.61449730091525,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
56,False,"{'a': 0.75, 'e': 0.9939560979566968}",20,0,-92.43815168291096,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
57,False,"{'a': 0.75, 'e': 0.9937345535898603}",35,0,-161.3329690222662,"{0: 20, 1: 6, 2: 5, 3: 3, 4: 1}",0
58,False,"{'a': 0.75, 'e': 0.9935090342861342}",25,0,-83.9092141163283,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.75, 'e': 0.9932795409475959}",20,0,-61.87898496196011,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.75, 'e': 0.993046074492218}",30,0,-98.32501426163913,"{0: 16, 1: 7, 2: 6, 3: 1, 4: 0}",0
61,False,"{'a': 0.75, 'e': 0.9928086358538663}",20,0,-187.1297379267449,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
62,False,"{'a': 0.75, 'e': 0.9925672259822949}",30,0,-234.8299294760846,"{0: 16, 1: 2, 2: 8, 3: 0, 4: 4}",0
63,False,"{'a': 0.75, 'e': 0.9923218458431429}",25,0,-174.62357422408564,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
64,False,"{'a': 0.75, 'e': 0.9920724964179307}",20,6,-56.00731006256325,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.75, 'e': 0.9918191787040556}",30,0,-214.85110833066915,"{0: 12, 1: 6, 2: 6, 3: 5, 4: 1}",0
66,False,"{'a': 0.75, 'e': 0.9915618937147881}",20,0,-109.60974046254798,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.75, 'e': 0.9913006424792677}",30,0,-101.72654865712121,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
68,False,"{'a': 0.75, 'e': 0.9910354260424993}",35,7,-101.2051998165718,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 2}",1
69,False,"{'a': 0.75, 'e': 0.990766245465348}",30,0,-168.574582296214,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
70,False,"{'a': 0.75, 'e': 0.9904931018245359}",20,0,-96.84334475693552,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.75, 'e': 0.9902159962126371}",20,0,-154.67603163933407,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
72,False,"{'a': 0.75, 'e': 0.9899349297380738}",35,0,-244.59485234735888,"{0: 11, 1: 11, 2: 10, 3: 1, 4: 2}",0
73,False,"{'a': 0.75, 'e': 0.9896499035251115}",25,6,-146.88080236407188,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 3}",1
74,False,"{'a': 0.75, 'e': 0.9893609187138546}",20,0,-49.57849497416304,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
75,False,"{'a': 0.75, 'e': 0.989067976460242}",30,0,-137.2053968414395,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",1
76,False,"{'a': 0.75, 'e': 0.9887710779360422}",30,0,-192.0954851842489,"{0: 13, 1: 7, 2: 7, 3: 1, 4: 2}",0
77,False,"{'a': 0.75, 'e': 0.9884702243288492}",30,13,-55.93738817308595,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
78,False,"{'a': 0.75, 'e': 0.9881654168420767}",20,0,-126.14937897283545,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
79,False,"{'a': 0.75, 'e': 0.9878566566949545}",20,0,-213.70300708234907,"{0: 9, 1: 0, 2: 5, 3: 3, 4: 3}",0
80,False,"{'a': 0.75, 'e': 0.9875439451225226}",30,0,-94.13999629120882,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
81,False,"{'a': 0.75, 'e': 0.9872272833756269}",30,0,-92.18980394360665,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
82,False,"{'a': 0.75, 'e': 0.986906672720914}",20,0,-139.63410346644469,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
83,False,"{'a': 0.75, 'e': 0.9865821144408262}",25,0,-188.6333957834065,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
84,False,"{'a': 0.75, 'e': 0.986253609833596}",30,0,-178.40905366849046,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
85,False,"{'a': 0.75, 'e': 0.9859211602132415}",20,0,-123.38468329453829,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
86,False,"{'a': 0.75, 'e': 0.9855847669095608}",20,5,-93.5842163416108,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
87,False,"{'a': 0.75, 'e': 0.9852444312681263}",20,0,-75.85648852364508,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
88,False,"{'a': 0.75, 'e': 0.9849001546502806}",20,0,-199.4864670224152,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
89,False,"{'a': 0.75, 'e': 0.9845519384331295}",25,0,-178.41104883334043,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
90,False,"{'a': 0.75, 'e': 0.9841997840095373}",25,13,-49.82984869851168,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.75, 'e': 0.9838436927881214}",20,0,-101.66331857320603,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
92,False,"{'a': 0.75, 'e': 0.9834836661932461}",20,0,-33.64302869172033,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.75, 'e': 0.9831197056650174}",20,0,-183.44087809771813,"{0: 8, 1: 6, 2: 2, 3: 1, 4: 3}",0
94,False,"{'a': 0.75, 'e': 0.9827518126592768}",20,0,-113.64601612069488,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
95,False,"{'a': 0.75, 'e': 0.9823799886475959}",20,0,-71.28231278947011,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
96,False,"{'a': 0.75, 'e': 0.9820042351172703}",25,0,-196.67009995047522,"{0: 10, 1: 3, 2: 7, 3: 4, 4: 1}",0
97,False,"{'a': 0.75, 'e': 0.9816245535713135}",20,0,-75.41953124590188,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.75, 'e': 0.9812409455284513}",25,0,-148.72651829526313,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
99,False,"{'a': 0.75, 'e': 0.9808534125231153}",20,0,-73.03484501945991,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
100,False,"{'a': 0.75, 'e': 0.9804619561054371}",20,0,-160.1991980314158,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
101,False,"{'a': 0.75, 'e': 0.9800665778412416}",25,1,-128.9341967772033,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 1}",1
102,False,"{'a': 0.75, 'e': 0.9796672793120416}",25,0,-51.597037520020436,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
103,False,"{'a': 0.75, 'e': 0.9792640621150305}",20,0,-114.07674473019145,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
104,False,"{'a': 0.75, 'e': 0.9788569278630767}",25,0,-194.0297972162028,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
105,False,"{'a': 0.75, 'e': 0.9784458781847165}",25,0,-155.3804661541185,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
106,False,"{'a': 0.75, 'e': 0.9780309147241483}",25,0,-103.62125418194096,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
107,False,"{'a': 0.75, 'e': 0.9776120391412251}",20,7,-87.70086616178286,"{0: 9, 1: 0, 2: 0, 3: 3, 4: 1}",1
108,False,"{'a': 0.75, 'e': 0.9771892531114489}",25,0,-176.13590439723515,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
109,False,"{'a': 0.75, 'e': 0.9767625583259631}",30,8,-81.63060116342125,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 0}",1
110,False,"{'a': 0.75, 'e': 0.9763319564915464}",25,0,-143.80696955352332,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
111,False,"{'a': 0.75, 'e': 0.9758974493306055}",20,0,-190.5873185274826,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
112,False,"{'a': 0.75, 'e': 0.9754590385811684}",25,0,-109.10108300095139,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
113,False,"{'a': 0.75, 'e': 0.9750167259968777}",25,6,-33.24008001566203,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.75, 'e': 0.974570513346983}",25,0,-83.38914018020526,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
115,False,"{'a': 0.75, 'e': 0.9741204024163344}",30,0,-185.35184771341426,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
116,False,"{'a': 0.75, 'e': 0.9736663950053749}",20,0,-114.7471142912789,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
117,False,"{'a': 0.75, 'e': 0.9732084929301336}",30,0,-233.95646591489918,"{0: 15, 1: 2, 2: 8, 3: 2, 4: 3}",0
118,False,"{'a': 0.75, 'e': 0.9727466980222181}",30,0,-260.0234733384904,"{0: 12, 1: 0, 2: 13, 3: 3, 4: 2}",0
119,False,"{'a': 0.75, 'e': 0.9722810121288076}",25,16,-17.260488491325265,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.75, 'e': 0.971811437112645}",20,7,-122.00177164217757,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 2}",1
121,False,"{'a': 0.75, 'e': 0.9713379748520296}",20,0,-114.42824638454323,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
122,False,"{'a': 0.75, 'e': 0.97086062724081}",20,3,-57.418906568362694,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
123,False,"{'a': 0.75, 'e': 0.9703793961883759}",25,7,-115.61628572849804,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
124,False,"{'a': 0.75, 'e': 0.9698942836196508}",20,1,-115.4609311834605,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 1}",1
125,False,"{'a': 0.75, 'e': 0.9694052914750845}",20,0,-50.04767593571076,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
126,False,"{'a': 0.75, 'e': 0.9689124217106447}",20,0,-70.56399875554833,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
127,False,"{'a': 0.75, 'e': 0.9684156762978101}",25,5,-207.42940852935405,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",1
128,False,"{'a': 0.75, 'e': 0.9679150572235615}",20,0,-129.8423850806425,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
129,False,"{'a': 0.75, 'e': 0.9674105664903746}",20,0,-134.4471146189404,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.75, 'e': 0.9669022061162116}",25,0,-108.94993956842316,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
131,False,"{'a': 0.75, 'e': 0.9663899781345132}",25,0,-204.52256972257211,"{0: 12, 1: 2, 2: 5, 3: 4, 4: 2}",0
132,False,"{'a': 0.75, 'e': 0.9658738845941909}",25,0,-97.7472690073565,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
133,False,"{'a': 0.75, 'e': 0.965353927559618}",20,0,-104.60059984839256,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
134,False,"{'a': 0.75, 'e': 0.9648301091106221}",30,0,-73.34767868133774,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
135,False,"{'a': 0.75, 'e': 0.9643024313424761}",20,0,-88.05340971023237,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
136,False,"{'a': 0.75, 'e': 0.9637708963658905}",20,0,-106.75435105539373,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
137,False,"{'a': 0.75, 'e': 0.9632355063070045}",25,0,-100.81495109941429,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
138,False,"{'a': 0.75, 'e': 0.9626962633073776}",35,0,-171.9228988653567,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",0
139,False,"{'a': 0.75, 'e': 0.9621531695239809}",35,0,-280.7311778512071,"{0: 13, 1: 3, 2: 12, 3: 6, 4: 1}",0
140,False,"{'a': 0.75, 'e': 0.9616062271291891}",20,0,-101.97313131871185,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
141,False,"{'a': 0.75, 'e': 0.9610554383107709}",25,0,-62.586375433855224,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.75, 'e': 0.960500805271881}",25,0,-101.10566278053754,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
143,False,"{'a': 0.75, 'e': 0.9599423302310505}",30,0,-234.23854938065605,"{0: 16, 1: 2, 2: 6, 3: 3, 4: 3}",0
144,False,"{'a': 0.75, 'e': 0.959380015422179}",20,0,-124.40615767708647,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
145,False,"{'a': 0.75, 'e': 0.9588138630945251}",30,0,-190.77712753628796,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
146,False,"{'a': 0.75, 'e': 0.9582438755126972}",25,0,-126.10260672795847,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
147,False,"{'a': 0.75, 'e': 0.9576700549566448}",20,0,-94.1295140506559,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.75, 'e': 0.9570924037216496}",25,0,-76.67452231035053,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
149,False,"{'a': 0.75, 'e': 0.9565109241183156}",20,0,-91.60010666752004,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
150,False,"{'a': 0.75, 'e': 0.9559256184725605}",25,0,-142.55586155509812,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
151,False,"{'a': 0.75, 'e': 0.955336489125606}",30,0,-170.41557331776775,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
152,False,"{'a': 0.75, 'e': 0.9547435384339689}",25,0,-170.83893470740574,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
153,False,"{'a': 0.75, 'e': 0.9541467687694509}",25,0,-125.59991945941911,"{0: 12, 1: 5, 2: 5, 3: 3, 4: 0}",0
154,False,"{'a': 0.75, 'e': 0.9535461825191301}",20,0,-117.89126050859845,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
155,False,"{'a': 0.75, 'e': 0.9529417820853506}",30,0,-135.01157464038963,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
156,False,"{'a': 0.75, 'e': 0.9523335698857134}",25,0,-71.43818084070223,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
157,False,"{'a': 0.75, 'e': 0.9517215483530664}",20,0,-80.16936193347958,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
158,False,"{'a': 0.75, 'e': 0.951105719935495}",25,0,-20.009978165410697,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
159,False,"{'a': 0.75, 'e': 0.9504860870963119}",20,0,-135.81034228677984,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
160,False,"{'a': 0.75, 'e': 0.9498626523140478}",30,0,-308.3901324448744,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 6}",0
161,False,"{'a': 0.75, 'e': 0.9492354180824408}",30,0,-168.3991993809645,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
162,False,"{'a': 0.75, 'e': 0.9486043869104273}",20,0,-122.28184825041923,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.75, 'e': 0.9479695613221308}",20,0,-260.5992373600986,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 5}",0
164,False,"{'a': 0.75, 'e': 0.9473309438568531}",25,0,-94.30062074696585,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
165,False,"{'a': 0.75, 'e': 0.9466885370690631}",25,0,-155.06703541828918,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
166,False,"{'a': 0.75, 'e': 0.946042343528387}",25,8,-40.0198849135353,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
167,False,"{'a': 0.75, 'e': 0.9453923658195982}",20,0,-195.81720986124375,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
168,False,"{'a': 0.75, 'e': 0.9447386065426066}",20,0,-35.291380465198245,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
169,False,"{'a': 0.75, 'e': 0.9440810683124485}",35,0,-337.22547665179343,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 6}",0
170,False,"{'a': 0.75, 'e': 0.9434197537592759}",20,0,-111.0675367369482,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
171,False,"{'a': 0.75, 'e': 0.9427546655283462}",20,0,-225.06409322391684,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
172,False,"{'a': 0.75, 'e': 0.9420858062800114}",30,0,-112.16715682559987,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
173,False,"{'a': 0.75, 'e': 0.9414131786897075}",25,12,-70.76903803192364,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
174,False,"{'a': 0.75, 'e': 0.9407367854479443}",25,0,-87.2295906386343,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
175,False,"{'a': 0.75, 'e': 0.9400566292602934}",25,0,-91.65997613204095,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
176,False,"{'a': 0.75, 'e': 0.9393727128473789}",20,0,-91.98804316788585,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
177,False,"{'a': 0.75, 'e': 0.9386850389448655}",25,5,-38.90049931358725,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",1
178,False,"{'a': 0.75, 'e': 0.937993610303448}",30,0,-154.00961541780234,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",1
179,False,"{'a': 0.75, 'e': 0.9372984296888399}",25,0,-92.30274377186619,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
180,False,"{'a': 0.75, 'e': 0.9365994998817627}",20,0,-118.73598789472605,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
181,False,"{'a': 0.75, 'e': 0.9358968236779348}",30,0,-247.33252563224414,"{0: 14, 1: 2, 2: 8, 3: 3, 4: 3}",0
182,False,"{'a': 0.75, 'e': 0.9351904038880602}",30,0,-222.5494503161051,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
183,False,"{'a': 0.75, 'e': 0.9344802433378168}",20,11,-33.28380099753125,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.75, 'e': 0.933766344867846}",20,0,-62.71927894793243,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
185,False,"{'a': 0.75, 'e': 0.9330487113337409}",25,14,-57.99054284050295,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
186,False,"{'a': 0.75, 'e': 0.9323273456060345}",30,0,-226.4725473764042,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
187,False,"{'a': 0.75, 'e': 0.9316022505701886}",20,0,-51.55884637326013,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.75, 'e': 0.9308734291265828}",20,0,-129.36234170400502,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
189,False,"{'a': 0.75, 'e': 0.9301408841905014}",25,0,-155.81273847789572,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
190,False,"{'a': 0.75, 'e': 0.9294046186921237}",20,6,-48.344565959135124,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.75, 'e': 0.9286646355765102}",25,0,-174.38044254617193,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
192,False,"{'a': 0.75, 'e': 0.9279209378035927}",25,0,-176.56145618569013,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
193,False,"{'a': 0.75, 'e': 0.9271735283481612}",20,0,-123.7991620172713,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
194,False,"{'a': 0.75, 'e': 0.9264224101998526}",25,0,-131.046057982459,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
195,False,"{'a': 0.75, 'e': 0.9256675863631385}",25,0,-184.78598322996336,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
196,False,"{'a': 0.75, 'e': 0.9249090598573131}",25,0,-177.32873182634404,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
197,False,"{'a': 0.75, 'e': 0.9241468337164814}",30,0,-144.50455788821475,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
198,False,"{'a': 0.75, 'e': 0.9233809109895471}",25,14,-33.676105976618935,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
199,False,"{'a': 0.75, 'e': 0.9226112947402}",20,0,-19.39044740415047,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
200,False,"{'a': 0.75, 'e': 0.9218379880469041}",25,0,-109.68343695064627,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
201,False,"{'a': 0.75, 'e': 0.9210609940028851}",20,0,-107.33568965000114,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
202,False,"{'a': 0.75, 'e': 0.9202803157161181}",20,0,-144.40602812787762,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
203,False,"{'a': 0.75, 'e': 0.9194959563093155}",35,0,-309.0090795988598,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 5}",0
204,False,"{'a': 0.75, 'e': 0.9187079189199134}",25,0,-132.35842540120592,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
205,False,"{'a': 0.75, 'e': 0.9179162067000607}",35,0,-43.63269902854819,"{0: 26, 1: 5, 2: 3, 3: 1, 4: 0}",0
206,False,"{'a': 0.75, 'e': 0.9171208228166051}",20,0,-92.51202237211561,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
207,False,"{'a': 0.75, 'e': 0.916321770451081}",20,0,-107.51532643759215,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
208,False,"{'a': 0.75, 'e': 0.9155190527996969}",30,0,-273.6076534628487,"{0: 12, 1: 4, 2: 9, 3: 1, 4: 4}",0
209,False,"{'a': 0.75, 'e': 0.9147126730733223}",20,0,-87.02709064636952,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
210,False,"{'a': 0.75, 'e': 0.913902634497475}",20,14,-42.55693291466373,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.75, 'e': 0.9130889403123083}",30,0,-153.35345626528638,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
212,False,"{'a': 0.75, 'e': 0.9122715937725977}",20,0,-65.2148348878934,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
213,False,"{'a': 0.75, 'e': 0.9114505981477284}",20,0,-135.7900654896589,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
214,False,"{'a': 0.75, 'e': 0.9106259567216819}",30,0,-133.37411057874345,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
215,False,"{'a': 0.75, 'e': 0.9097976727930226}",20,0,-128.27503766467484,"{0: 9, 1: 7, 2: 2, 3: 0, 4: 2}",0
216,False,"{'a': 0.75, 'e': 0.9089657496748851}",20,0,-52.22895849550242,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
217,False,"{'a': 0.75, 'e': 0.9081301906949609}",30,0,-220.9121917072511,"{0: 14, 1: 5, 2: 6, 3: 2, 4: 3}",0
218,False,"{'a': 0.75, 'e': 0.9072909991954848}",20,0,-42.1998883251093,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.75, 'e': 0.9064481785332217}",20,0,-137.63021554786906,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.75, 'e': 0.9056017320794529}",20,0,-136.72445887793958,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
221,False,"{'a': 0.75, 'e': 0.9047516632199634}",20,2,-57.524381543464365,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.75, 'e': 0.9038979753550274}",20,0,-73.63989525807617,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
223,False,"{'a': 0.75, 'e': 0.903040671899395}",20,2,-59.94113521152317,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.75, 'e': 0.9021797562822791}",30,0,-267.73516582359053,"{0: 12, 1: 4, 2: 10, 3: 0, 4: 4}",0
225,False,"{'a': 0.75, 'e': 0.9013152319473411}",20,3,-57.20654315808402,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 0}",1
226,False,"{'a': 0.75, 'e': 0.9004471023526769}",20,0,-65.0804529171792,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
227,False,"{'a': 0.75, 'e': 0.899575370970804}",20,0,-127.99301510885633,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
228,False,"{'a': 0.75, 'e': 0.8987000412886466}",20,0,-75.20075303510905,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
229,False,"{'a': 0.75, 'e': 0.8978211168075223}",25,0,-148.98764171505053,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
230,False,"{'a': 0.75, 'e': 0.896938601043128}",25,0,-86.04841568496268,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
231,False,"{'a': 0.75, 'e': 0.8960524975255252}",20,0,-139.17328377620223,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
232,False,"{'a': 0.75, 'e': 0.8951628097991272}",25,0,11.405427375166122,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.75, 'e': 0.8942695414226836}",25,0,-84.04217777249845,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.75, 'e': 0.8933726959692665}",25,0,-248.46452457873733,"{0: 9, 1: 6, 2: 5, 3: 1, 4: 4}",0
